619; 20.847750225122077; 464; 0; 340; 281; 201; 236; 484; 384; 732; 230; 656; 108; -1; -1
624; 21.01587724306661; 470; 0; 334; 288; 195; 251; 494; 427; 726; 249; 672; 132; -1; -1
628; 21.150378857422236; 451; 24; 326; 299; 188; 265; 499; 456; 716; 266; 684; 146; -1; -1
633; 21.318505875366768; 401; 81; 321; 310; 185; 272; 504; 493; 710; 285; 694; 163; 1147; 0
638; 21.486632893311302; 409; 86; 316; 316; 177; 275; 504; 518; 700; 302; 704; 175; 1161; 32
640; 21.553883700489113; 409; 86; 313; 323; 177; 275; 508; 529; 700; 307; 704; 182; 1161; 32
641; 21.58750910407802; 385; 108; 313; 323; 177; 275; 508; 533; 697; 312; 707; 184; 1156; 43
645; 21.722010718433648; 379; 118; 305; 329; 171; 284; 508; 551; 691; 324; 713; 189; 1166; 79
650; 21.89013773637818; 358; 137; 300; 329; 166; 291; 508; 562; 688; 331; 720; 196; 1176; 108
654; 22.024639350733807; 358; 137; 300; 332; 164; 297; 513; 573; 681; 338; 726; 201; 1180; 122
658; 22.15914096508943; 323; 168; 296; 337; 160; 302; 518; 591; 672; 350; 736; 211; 1180; 144
661; 22.260017175856152; 323; 168; 289; 340; 160; 302; 518; 602; 668; 357; 742; 213; 1185; 165
666; 22.428144193800684; 296; 192; 284; 344; 155; 304; 523; 616; 662; 367; 748; 223; 1190; 201
671; 22.59627121174522; 288; 200; 280; 350; 153; 310; 532; 627; 652; 379; 761; 228; 1200; 226
676; 22.76439822968975; 272; 216; 276; 353; 145; 315; 537; 641; 646; 388; 768; 235; 1204; 255
680; 22.898899844045378; 243; 240; 272; 356; 145; 315; 542; 656; 640; 398; 777; 242; 1204; 273
684; 23.033401458401002; 233; 254; 268; 360; 145; 318; 547; 667; 630; 408; 787; 247; 1204; 306
689; 23.201528476345537; 244; 240; 268; 361; 145; 321; 542; 667; 630; 410; 780; 247; 1209; 334
694; 23.36965549429007; 260; 228; 272; 358; 140; 320; 532; 656; 640; 403; 774; 240; 1214; 334
699; 23.537782512234603; 273; 217; 276; 356; 144; 316; 528; 641; 646; 393; 764; 232; 1219; 313
703; 23.672284126590228; 312; 198; 278; 352; 144; 315; 513; 631; 656; 384; 752; 225; 1214; 291
708; 23.840411144534762; 344; 174; 286; 347; 152; 312; 499; 609; 672; 369; 732; 213; 1224; 252
713; 24.008538162479294; 358; 166; 291; 342; 150; 305; 480; 591; 681; 357; 716; 204; 1224; 216
716; 24.109414373246015; 363; 148; 292; 340; 150; 305; 470; 580; 691; 352; 707; 196; 1224; 183
722; 24.311166794779453; 395; 116; 296; 337; 152; 299; 446; 562; 704; 338; 691; 184; 1233; 144
726; 24.44566840913508; 416; 97; 297; 334; 153; 296; 441; 540; 710; 328; 681; 175; 1238; 126
731; 24.613795427079612; 427; 75; 310; 321; 158; 288; 422; 514; 720; 312; 668; 160; 1248; 82
736; 24.781922445024147; 432; 75; 313; 313; 168; 275; 422; 478; 729; 292; 652; 144; 1238; 43
741; 24.95004946296868; 472; 19; 323; 299; 172; 265; 412; 442; 742; 268; 643; 124; 1238; 0
746; 25.11817648091321; -1; -1; 331; 292; 180; 251; 408; 398; 748; 247; 630; 103; -1; -1
751; 25.286303498857745; -1; -1; 334; 281; 180; 241; 403; 359; 755; 230; 620; 81; -1; -1
756; 25.454430516802276; -1; -1; 345; 268; 192; 224; -1; -1; 761; 204; 608; 62; -1; -1
761; 25.62255753474681; -1; -1; 348; 252; 195; 212; -1; -1; 764; 187; 601; 40; -1; -1
767; 25.82430995628025; -1; -1; 358; 235; 201; 201; -1; -1; -1; -1; 592; 12; -1; -1
769; 25.891560763458063; -1; -1; 358; 235; 201; 201; -1; -1; -1; -1; 588; 0; -1; -1
773; 26.026062377813687; -1; -1; 366; 220; 208; 190; -1; -1; -1; -1; -1; -1; -1; -1
778; 26.194189395758222; -1; -1; 369; 208; 211; 171; -1; -1; -1; -1; -1; -1; -1; -1
782; 26.328691010113847; -1; -1; 372; 198; 216; 161; -1; -1; -1; -1; -1; -1; -1; -1
787; 26.49681802805838; -1; -1; 379; 188; 220; 152; -1; -1; -1; -1; -1; -1; -1; -1
791; 26.631319642414006; -1; -1; 384; 177; 228; 139; -1; -1; -1; -1; -1; -1; -1; -1
796; 26.79944666035854; -1; -1; 388; 166; 236; 128; -1; -1; -1; -1; -1; -1; -1; -1
801; 26.967573678303072; -1; -1; 390; 156; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1
805; 27.1020752926587; -1; -1; 392; 153; 252; 113; -1; -1; -1; -1; -1; -1; -1; -1
810; 27.27020231060323; -1; -1; 396; 145; 256; 112; -1; -1; -1; -1; -1; -1; -1; -1
815; 27.438329328547766; -1; -1; 395; 145; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1
819; 27.57283094290339; -1; -1; 398; 142; -1; -1; -1; -1; -1; -1; -1; -1; -1; -1
825; 27.77458336443683; -1; -1; 396; 142; 267; 104; -1; -1; -1; -1; -1; -1; -1; -1
830; 27.942710382381364; -1; -1; 398; 139; 268; 105; -1; -1; -1; -1; -1; -1; -1; -1
835; 28.110837400325895; -1; -1; 398; 137; 268; 105; -1; -1; -1; -1; -1; -1; -1; -1
840; 28.27896441827043; -1; -1; 398; 134; 276; 105; -1; -1; -1; -1; -1; -1; -1; -1
844; 28.413466032626054; -1; -1; 396; 134; 275; 102; -1; -1; -1; -1; -1; -1; -1; -1
849; 28.58159305057059; -1; -1; 396; 132; 280; 107; -1; -1; -1; -1; -1; -1; -1; -1
854; 28.74972006851512; -1; -1; 395; 131; 283; 104; -1; -1; -1; -1; -1; -1; -1; -1
859; 28.917847086459656; -1; -1; 393; 131; 281; 104; -1; -1; -1; -1; -1; -1; -1; -1
865; 29.119599507993094; -1; -1; 390; 132; 288; 105; -1; -1; -1; -1; -1; -1; -1; -1
870; 29.287726525937625; -1; -1; 388; 134; 284; 107; -1; -1; -1; -1; -1; -1; -1; -1
919; 30.93537130179405; -1; -1; 340; 211; 256; 176; 1056; 377; 502; 201; 1139; 170; 393; 25
924; 31.10349831973858; -1; -1; 336; 220; 252; 185; 1046; 409; 499; 218; 1132; 189; 427; 72
929; 31.271625337683115; -1; -1; 329; 232; 249; 195; 1022; 442; 499; 237; 1116; 208; 451; 118
933; 31.40612695203874; -1; -1; 324; 244; 244; 204; 1003; 467; 502; 251; 1100; 223; 494; 180
938; 31.574253969983275; -1; -1; 320; 252; 235; 216; 983; 496; 502; 268; 1088; 237; 532; 219
943; 31.742380987927806; 222; 17; 313; 265; 228; 228; 960; 529; 505; 290; 1068; 254; 580; 273
947; 31.876882602283434; 222; 44; 308; 275; 225; 235; 936; 554; 505; 304; 1052; 266; 609; 306
952; 32.045009620227965; 217; 65; 302; 284; 217; 246; 907; 583; 512; 324; 1030; 276; 681; 363
957; 32.2131366381725; 204; 99; 297; 292; 208; 257; 883; 594; 515; 336; 1011; 278; 729; 388
962; 32.38126365611703; 212; 112; 294; 300; 204; 265; 859; 609; 524; 345; 995; 278; 772; 403
967; 32.54939067406156; 216; 131; 292; 307; 196; 270; 825; 620; 534; 352; 963; 280; 816; 399
972; 32.7175176920061; 219; 152; 289; 316; 193; 276; 787; 634; 544; 367; 934; 280; 854; 403
977; 32.88564470995063; 240; 166; 286; 324; 185; 284; 744; 645; 560; 376; 905; 276; 912; 403
982; 33.05377172789516; 236; 169; 289; 329; 177; 297; 700; 645; 579; 379; 870; 268; 969; 385
987; 33.221898745839695; 272; 172; 289; 332; 179; 297; 667; 638; 598; 376; 841; 259; 1022; 352
991; 33.35640036019532; 288; 176; 292; 337; 174; 299; 633; 634; 617; 372; 816; 254; 1051; 324
995; 33.49090197455095; 318; 169; 296; 337; 171; 304; 609; 627; 633; 367; 790; 247; 1075; 291
1000; 33.65902899249548; 380; 152; 302; 340; 174; 302; 576; 616; 656; 357; 761; 237; 1104; 252
1005; 33.827156010440014; 395; 155; 307; 337; 176; 300; 547; 602; 678; 348; 736; 228; 1128; 205
1009; 33.96165762479564; 416; 136; 312; 336; 177; 299; 528; 591; 688; 343; 716; 220; 1137; 172
1014; 34.12978464274018; 427; 129; 318; 332; 177; 299; 504; 576; 707; 331; 697; 211; 1142; 133
1018; 34.2642862570958; 419; 137; 320; 334; 177; 297; 489; 565; 713; 326; 688; 204; 1161; 104
1024; 34.46603867862924; 440; 107; 324; 328; 182; 289; 475; 544; 723; 314; 675; 189; 1176; 72
1025; 34.499664082218146; 440; 107; 324; 328; 182; 289; 470; 536; 726; 309; 668; 184; 1176; 61
1029; 34.634165696573774; 456; 73; 328; 320; 184; 291; 460; 518; 732; 297; 659; 172; 1176; 32
1033; 34.768667310929395; 456; 73; 324; 316; 179; 280; 446; 496; 736; 290; 652; 160; 1180; 3
