#resolutions
2000; 600; 640; 480; 1000; 1000; 1280; 720; 1920; 1080; 1280; 720; 1280; 720; 1280; 720; 1280; 720; 1920; 1080;

#truth
54; 1.80; nan; nan; nan; nan; 302; -280; 287; 49; nan; nan; nan; nan; 177; 45; -200; 100; nan; nan; nan; nan;
55; 1.83; nan; nan; nan; nan; 805; -908; nan; nan; nan; nan; nan; nan; 254; -27; -282; 31; nan; nan; nan; nan;
56; 1.87; nan; nan; nan; nan; nan; nan; nan; nan; 476; 55; nan; nan; nan; nan; -208; 41; nan; nan; nan; nan;
57; 1.90; nan; nan; nan; nan; 748; 19; nan; nan; nan; nan; nan; nan; 103; 86; nan; nan; nan; nan; nan; nan;
58; 1.93; nan; nan; nan; nan; nan; nan; 215; 132; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; -69; 66;
59; 1.97; nan; nan; nan; nan; nan; nan; 116; 7; nan; nan; nan; nan; 49; 2; nan; nan; nan; nan; nan; nan;
60; 2.00; nan; nan; nan; nan; nan; nan; 99; -32; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; -152; -70;
61; 2.03; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; 87; 139; nan; nan; nan; nan; nan; nan;
62; 2.07; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; 145; 39; nan; nan; nan; nan; -117; 22;
63; 2.10; nan; nan; nan; nan; nan; nan; 150; 32; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan;
64; 2.13; nan; nan; nan; nan; nan; nan; 95; 107; nan; nan; nan; nan; 24; 89; nan; nan; nan; nan; nan; nan;
65; 2.17; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; 85; -20; nan; nan; nan; nan; nan; nan;
66; 2.20; nan; nan; nan; nan; nan; nan; 215; 55; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan;
67; 2.23; nan; nan; nan; nan; nan; nan; 323; -67; nan; nan; -296; -206; nan; nan; nan; nan; nan; nan; nan; nan;
68; 2.27; nan; nan; nan; nan; 558; -116; 191; 22; nan; nan; -164; -257; nan; nan; nan; nan; nan; nan; nan; nan;
69; 2.30; nan; nan; nan; nan; 524; -14; 187; 73; nan; nan; -168; -225; 97; 61; nan; nan; nan; nan; nan; nan;
70; 2.33; nan; nan; nan; nan; nan; nan; 150; -61; nan; nan; nan; nan; nan; nan; -186; -73; nan; nan; nan; nan;
71; 2.37; nan; nan; nan; nan; nan; nan; 239; 1; nan; nan; nan; nan; nan; nan; -254; -2; nan; nan; nan; nan;
72; 2.40; nan; nan; nan; nan; 367; -212; nan; nan; nan; nan; nan; nan; nan; nan; -259; -217; nan; nan; nan; nan;
73; 2.43; nan; nan; nan; nan; 1073; -978; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan;
74; 2.47; nan; nan; 162; -211; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan;
75; 2.50; nan; nan; 47; 30; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; -142; 48; nan; nan; nan; nan;
76; 2.53; nan; nan; nan; nan; 379; 6; nan; nan; nan; nan; -152; -170; nan; nan; nan; nan; nan; nan; nan; nan;
77; 2.57; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; -176; 91;
78; 2.60; nan; nan; nan; nan; nan; nan; nan; nan; 373; 0; -174; -187; nan; nan; nan; nan; nan; nan; nan; nan;
79; 2.63; nan; nan; nan; nan; nan; nan; nan; nan; 303; -65; -127; -42; nan; nan; nan; nan; nan; nan; -45; -6;
80; 2.67; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; -43; -186; 23; -46; nan; nan; nan; nan; -111; -61;
81; 2.70; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; -189; -81; 124; 4; nan; nan; nan; nan; nan; nan;
82; 2.73; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; -177; -265; nan; nan; nan; nan; nan; nan; nan; nan;
83; 2.77; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; -170; 43;
84; 2.80; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan;
85; 2.83; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan;
86; 2.87; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; -111; 87;
87; 2.90; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan;
88; 2.93; nan; nan; nan; nan; nan; nan; nan; nan; 577; 295; nan; nan; 150; 107; nan; nan; nan; nan; nan; nan;
89; 2.97; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; 221; -59; nan; nan; nan; nan; nan; nan;
90; 3.00; nan; nan; nan; nan; nan; nan; nan; nan; 463; 97; -223; -156; 146; 23; nan; nan; nan; nan; -112; 19;
91; 3.03; nan; nan; nan; nan; nan; nan; 340; -29; nan; nan; nan; nan; 208; -5; nan; nan; nan; nan; nan; nan;
92; 3.07; nan; nan; 90; -41; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; -202; 29; nan; nan; nan; nan;
93; 3.10; nan; nan; 255; -51; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; -397; -38; nan; nan; nan; nan;
94; 3.13; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; -338; -38; nan; nan; nan; nan;
95; 3.17; nan; nan; 281; -59; nan; nan; 258; 25; 488; 163; nan; nan; nan; nan; -423; -68; nan; nan; nan; nan;
96; 3.20; nan; nan; nan; nan; nan; nan; nan; nan; 847; 268; nan; nan; nan; nan; -415; 128; nan; nan; nan; nan;
97; 3.23; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan;
98; 3.27; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; -135; -229; 78; 4; -297; -122; 150; -145; nan; nan;
99; 3.30; 89; 20; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; 140; 54; -325; 33; -56; -7; -125; 33;
100; 3.33; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan;
101; 3.37; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; -146; -116; 120; -84; nan; nan; nan; nan; nan; nan;
102; 3.40; nan; nan; nan; nan; 144; -337; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan;
103; 3.43; nan; nan; nan; nan; nan; nan; nan; nan; 294; -109; nan; nan; 108; -100; nan; nan; nan; nan; nan; nan;
104; 3.47; 41; -55; nan; nan; 184; -203; nan; nan; nan; nan; nan; nan; 71; -79; -137; -95; nan; nan; nan; nan;
105; 3.50; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; -289; 143; nan; nan;
106; 3.53; nan; nan; 152; -41; 785; -488; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan;
107; 3.57; nan; nan; nan; nan; 409; -176; nan; nan; nan; nan; nan; nan; nan; nan; -268; -189; nan; nan; nan; nan;
108; 3.60; nan; nan; 134; -110; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; -244; -89; -17; -240; nan; nan;
109; 3.63; nan; nan; nan; nan; 910; 10; nan; nan; 574; 339; nan; nan; nan; nan; -352; 109; nan; nan; nan; nan;
110; 3.67; nan; nan; nan; nan; 1098; -169; nan; nan; 727; 302; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan;
111; 3.70; nan; nan; nan; nan; 228; -286; nan; nan; 273; -132; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan;
112; 3.73; nan; nan; nan; nan; nan; nan; nan; nan; 386; 283; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan;
113; 3.77; nan; nan; nan; nan; nan; nan; nan; nan; 675; 193; nan; nan; 196; 69; -304; 96; nan; nan; nan; nan;
114; 3.80; nan; nan; nan; nan; 975; -152; nan; nan; 448; 230; nan; nan; nan; nan; -554; -125; nan; nan; nan; nan;
115; 3.83; nan; nan; nan; nan; nan; nan; nan; nan; 309; -24; nan; nan; 101; -53; nan; nan; nan; nan; nan; nan;
116; 3.87; nan; nan; nan; nan; nan; nan; nan; nan; 190; 128; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan;
117; 3.90; nan; nan; nan; nan; nan; nan; nan; nan; 448; 86; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan;
118; 3.93; nan; nan; nan; nan; nan; nan; 326; 151; nan; nan; -394; -298; nan; nan; -466; 119; nan; nan; nan; nan;
119; 3.97; nan; nan; nan; nan; nan; nan; nan; nan; 369; 253; -214; -353; 78; 54; nan; nan; 367; -110; nan; nan;
120; 4.00; nan; nan; nan; nan; nan; nan; nan; nan; 228; 183; nan; nan; nan; nan; nan; nan; 269; -116; nan; nan;
121; 4.03; nan; nan; nan; nan; nan; nan; nan; nan; 439; 314; nan; nan; 116; 104; -302; 71; nan; nan; nan; nan;
122; 4.07; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; -188; -184; nan; nan;
123; 4.10; nan; nan; nan; nan; nan; nan; 181; 31; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan;
124; 4.13; nan; nan; nan; nan; nan; nan; 119; 124; nan; nan; nan; nan; 48; 101; nan; nan; 86; 100; nan; nan;
125; 4.17; nan; nan; 33; -52; nan; nan; 258; -34; nan; nan; -190; -5; nan; nan; nan; nan; -131; -53; nan; nan;
126; 4.20; nan; nan; nan; nan; nan; nan; nan; nan; 142; 14; nan; nan; nan; nan; nan; nan; 60; -87; nan; nan;
127; 4.23; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; 164; 4; nan; nan; -69; -291; nan; nan;
128; 4.27; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan;
129; 4.30; nan; nan; 17; -16; nan; nan; 203; 15; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; -42; 25;
130; 4.33; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; -223; -153; nan; nan; nan; nan; nan; nan; -105; 8;
131; 4.37; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; -299; -65; 221; 26; nan; nan; nan; nan; nan; nan;
132; 4.40; nan; nan; nan; nan; nan; nan; 255; 130; nan; nan; -352; -385; nan; nan; nan; nan; nan; nan; nan; nan;
133; 4.43; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; -219; -269; nan; nan; -399; -120; nan; nan; nan; nan;
134; 4.47; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; 46; 48; -356; -143; nan; nan; nan; nan;
135; 4.50; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; 207; 58; -297; 92; nan; nan; nan; nan;
136; 4.53; nan; nan; nan; nan; nan; nan; 213; 4; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan;
137; 4.57; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; -391; -149; nan; nan; nan; nan;
138; 4.60; nan; nan; nan; nan; nan; nan; 194; 99; nan; nan; -190; -268; nan; nan; -349; -4; nan; nan; nan; nan;
139; 4.63; nan; nan; nan; nan; nan; nan; 182; -81; nan; nan; -142; -119; nan; nan; -210; -97; nan; nan; nan; nan;
140; 4.67; nan; nan; 340; -101; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; -441; -65; nan; nan; nan; nan;
141; 4.70; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan;
142; 4.73; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; -151; 16;
143; 4.77; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; -373; -83; nan; nan; nan; nan;
144; 4.80; nan; nan; nan; nan; nan; nan; 57; 42; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan;
145; 4.83; nan; nan; nan; nan; nan; nan; 220; -51; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; -160; -40;
146; 4.87; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan;
147; 4.90; nan; nan; nan; nan; nan; nan; 211; 17; nan; nan; nan; nan; 100; 11; nan; nan; 420; -411; nan; nan;
148; 4.93; nan; nan; nan; nan; nan; nan; nan; nan; 521; 285; nan; nan; 138; 91; nan; nan; -14; 69; nan; nan;
149; 4.97; nan; nan; nan; nan; nan; nan; 124; 51; nan; nan; nan; nan; 28; 39; -364; -201; nan; nan; nan; nan;
150; 5.00; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; -303; 1; nan; nan; -123; 13;
151; 5.03; nan; nan; 154; 50; nan; nan; nan; nan; 291; 331; nan; nan; nan; nan; -343; -22; 170; 88; -162; 57;
152; 5.07; nan; nan; nan; nan; nan; nan; nan; nan; 684; 367; nan; nan; nan; nan; nan; nan; -113; 236; nan; nan;
153; 5.10; nan; nan; nan; nan; nan; nan; nan; nan; 572; 347; nan; nan; nan; nan; -267; 160; nan; nan; nan; nan;
154; 5.13; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; -336; -55; nan; nan; nan; nan;
155; 5.17; nan; nan; nan; nan; nan; nan; nan; nan; 514; -118; nan; nan; nan; nan; -272; -42; -175; -293; -108; -28;
156; 5.20; nan; nan; nan; nan; 355; -206; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; -159; 55; -55; 57;
157; 5.23; nan; nan; nan; nan; nan; nan; 127; 61; nan; nan; nan; nan; nan; nan; -363; -158; nan; nan; nan; nan;
158; 5.27; nan; nan; nan; nan; 406; -181; 159; -48; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; -140; -57;
159; 5.30; nan; nan; nan; nan; 2562; -692; 400; 139; nan; nan; nan; nan; nan; nan; nan; nan; -350; 145; -118; 70;
160; 5.33; nan; nan; nan; nan; 455; 22; 193; 105; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; -99; 51;
161; 5.37; nan; nan; nan; nan; 256; 0; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; 6; 23; nan; nan;
162; 5.40; nan; nan; nan; nan; 280; 76; nan; nan; nan; nan; nan; nan; nan; nan; -182; 82; -27; 78; -74; 50;
163; 5.43; nan; nan; nan; nan; nan; nan; 281; 45; nan; nan; nan; nan; nan; nan; nan; nan; -55; -93; nan; nan;
164; 5.47; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan;
165; 5.50; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; -194; 37;
166; 5.53; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan;
167; 5.57; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; -405; 75; nan; nan; nan; nan;
168; 5.60; nan; nan; nan; nan; 876; -527; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan;
169; 5.63; nan; nan; nan; nan; 755; -760; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan;
170; 5.67; nan; nan; nan; nan; 360; 31; nan; nan; nan; nan; nan; nan; nan; nan; -223; 37; 16; 50; nan; nan;
171; 5.70; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; 29; -114; nan; nan;
172; 5.73; nan; nan; nan; nan; nan; nan; nan; nan; 705; 288; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan;
173; 5.77; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; 86; 22; nan; nan; nan; nan; nan; nan;
174; 5.80; nan; nan; nan; nan; nan; nan; 98; 47; nan; nan; nan; nan; 16; 35; nan; nan; nan; nan; nan; nan;
175; 5.83; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan;
176; 5.87; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; -294; 132; nan; nan;
177; 5.90; nan; nan; nan; nan; 601; -320; nan; nan; nan; nan; nan; nan; 116; -54; nan; nan; 168; -527; nan; nan;
178; 5.93; nan; nan; nan; nan; nan; nan; 136; -40; nan; nan; -122; -28; nan; nan; nan; nan; nan; nan; nan; nan;
179; 5.97; nan; nan; nan; nan; nan; nan; 103; 8; nan; nan; nan; nan; 27; -1; nan; nan; 158; -76; nan; nan;
180; 6.00; nan; nan; nan; nan; 333; -108; 159; 18; nan; nan; nan; nan; nan; nan; -226; -24; nan; nan; nan; nan;
181; 6.03; nan; nan; nan; nan; 551; -744; nan; nan; nan; nan; nan; nan; nan; nan; -264; -13; nan; nan; nan; nan;
182; 6.07; nan; nan; nan; nan; nan; nan; 147; 138; nan; nan; nan; nan; 69; 111; -249; 71; nan; nan; nan; nan;
183; 6.10; nan; nan; nan; nan; nan; nan; 259; -99; nan; nan; nan; nan; nan; nan; -181; 6; nan; nan; nan; nan;
184; 6.13; nan; nan; nan; nan; 289; -255; 155; -114; nan; nan; nan; nan; 85; -105; -188; -165; 63; -266; nan; nan;
185; 6.17; nan; nan; nan; nan; 690; -4; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan;
186; 6.20; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan;
187; 6.23; nan; nan; nan; nan; nan; nan; nan; nan; 409; -27; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan;
188; 6.27; nan; nan; nan; nan; nan; nan; nan; nan; 548; 180; nan; nan; nan; nan; -224; 108; -115; 55; nan; nan;
189; 6.30; nan; nan; nan; nan; 660; -180; nan; nan; nan; nan; nan; nan; nan; nan; -295; 58; -88; 11; nan; nan;
190; 6.33; nan; nan; nan; nan; nan; nan; 185; -56; nan; nan; nan; nan; nan; nan; -324; -187; nan; nan; nan; nan;
191; 6.37; nan; nan; nan; nan; 388; -175; nan; nan; 247; 29; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan;
192; 6.40; nan; nan; nan; nan; 535; -210; 179; -38; 309; 64; nan; nan; 80; -43; -372; -234; nan; nan; nan; nan;
193; 6.43; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; -456; -140; nan; nan; nan; nan;
194; 6.47; nan; nan; nan; nan; nan; nan; 99; -24; nan; nan; nan; nan; nan; nan; -151; -117; 88; -96; nan; nan;
195; 6.50; nan; nan; nan; nan; nan; nan; 160; -24; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan;
196; 6.53; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; -518; -90; 381; -282; nan; nan;
197; 6.57; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; -183; -260; nan; nan;
198; 6.60; nan; nan; nan; nan; nan; nan; 372; 50; nan; nan; nan; nan; nan; nan; nan; nan; -228; -4; nan; nan;
199; 6.63; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; nan; 69; -20; -342; -204; 264; -253; nan; nan;
